Rxn,Rxn_Name,Rule,Pathway,Formula
PCHOL2LINL_HSPLA2,"Formation of 2-Linoleoylglycerophosphocholine by Phospholipase A2",PLA2G6 | PLA2G2A | PLA2G6 | PLA2G3 | PLA2G4A | PLA2G12A | PLA2G5 | PLA2G2F | PLA2G4B | PLA2G4E,"Glycerophospholipid metabolism","Water + Phosphatidylcholine  -> Proton + R Total 2 Position + 2-Linoleoylglycerophosphocholine "
PE2LINL_HSPLA2,"Formation of 2-Linoleoylglycerophosphoethanolamine by Phospholipase A2",PLA2G6 | PLA2G2A | PLA2G6 | PLA2G3 | PLA2G4A | PLA2G12A | PLA2G5 | PLA2G2F | PLA2G4B | PLA2G4E,"Glycerophospholipid metabolism","Water + Phosphatidylethanolamine  -> Proton + R Total 2 Position + 2-Linoleoylglycerophosphoethanolamine "
PCHOL2OLE_HSPLA2,"Formation of 2-Oleoylglycerophosphocholine by Phospholipase A2",PLA2G6 | PLA2G2A | PLA2G6 | PLA2G3 | PLA2G4A | PLA2G12A | PLA2G5 | PLA2G2F | PLA2G4B | PLA2G4E,"Glycerophospholipid metabolism","Water + Phosphatidylcholine  -> Proton + R Total 2 Position + 2-Oleoylglycerophosphocholine "
PCHOL2PALM_HSPLA2,"Formation of 2-Palmitoylglycerophosphocholine by Phospholipase A2",PLA2G6 | PLA2G2A | PLA2G6 | PLA2G3 | PLA2G4A | PLA2G12A | PLA2G5 | PLA2G2F | PLA2G4B | PLA2G4E,"Glycerophospholipid metabolism","Water + Phosphatidylcholine  -> Proton + R Total 2 Position + 2-Palmitoylglycerophosphocholine "
PCHOL2STE_HSPLA2,"Formation of 2-Stearoylglycerophosphocholine by Phospholipase A2",PLA2G6 | PLA2G2A | PLA2G6 | PLA2G3 | PLA2G4A | PLA2G12A | PLA2G5 | PLA2G2F | PLA2G4B | PLA2G4E,"Glycerophospholipid metabolism","Water + Phosphatidylcholine  -> Proton + R Total 2 Position + 2-Stearoylglycerophosphocholine "
PCHOLN15_HSPLA2,"Formation of 1-Pentadecanoylglycerophosphocholine, Sn1-Lpc (15:0) by Phospholipase A2",PLA2G6 | PLA2G2A | PLA2G6 | PLA2G3 | PLA2G4A | PLA2G12A | PLA2G5 | PLA2G2F | PLA2G4B | PLA2G4E,"Glycerophospholipid metabolism","Water + Phosphatidylcholine  -> Proton + R Total 2 Position + 1-Pentadecanoylglycerophosphocholine, Sn1-Lpc (15:0) "
PCHOLAR_HSPLA2,"Formation of 1-Arachidonoyl-Glycero-3-Phosphocholine by Phospholipase A2",PLA2G6 | PLA2G2A | PLA2G6 | PLA2G3 | PLA2G4A | PLA2G12A | PLA2G5 | PLA2G2F | PLA2G4B | PLA2G4E,"Glycerophospholipid metabolism","Water + Phosphatidylcholine  -> Proton + R Total 2 Position + 1-Arachidonoyl-Glycero-3-Phosphocholine "
PCHOLN183_HSPLA2,"Formation of 1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 9, 12, 15) by Phospholipase A2",PLA2G6 | PLA2G2A | PLA2G6 | PLA2G3 | PLA2G4A | PLA2G12A | PLA2G5 | PLA2G2F | PLA2G4B | PLA2G4E,"Glycerophospholipid metabolism","Water + Phosphatidylcholine  -> Proton + R Total 2 Position + 1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 9, 12, 15) "
PCHOLN1836_HSPLA2,"Formation of 1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 6, 9, 12) by Phospholipase A2",PLA2G6 | PLA2G2A | PLA2G6 | PLA2G3 | PLA2G4A | PLA2G12A | PLA2G5 | PLA2G2F | PLA2G4B | PLA2G4E,"Glycerophospholipid metabolism","Water + Phosphatidylcholine  -> Proton + R Total 2 Position + 1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 6, 9, 12) "
PCHOLN19_HSPLA2,"Formation of 1-NoNADecanoylglycerophosphocholine, Sn1-Lpc (19:0) by Phospholipase A2",PLA2G6 | PLA2G2A | PLA2G6 | PLA2G3 | PLA2G4A | PLA2G12A | PLA2G5 | PLA2G2F | PLA2G4B | PLA2G4E,"Glycerophospholipid metabolism","Water + Phosphatidylcholine  -> Proton + R Total 2 Position + 1-Nonadecanoylglycerophosphocholine, Sn1-Lpc (19:0) "
PCHOLN201_HSPLA2,"Formation of 1-Eicosenoylglycerophosphocholine (Delta 11) , Sn1-Lpc (20:1) by Phospholipase A2",PLA2G6 | PLA2G2A | PLA2G6 | PLA2G3 | PLA2G4A | PLA2G12A | PLA2G5 | PLA2G2F | PLA2G4B | PLA2G4E,"Glycerophospholipid metabolism","Water + Phosphatidylcholine  -> Proton + R Total 2 Position + 1-Eicosenoylglycerophosphocholine (Delta 11) ,Sn1-Lpc (20:1) "
PCHOLN204_HSPLA2,"Formation of 1-Eicosatetraenoylglycerophosphocholine (Delta 8, 11, 14, 17), Sn1-Lpc (20:4) by Phospholipase A2",PLA2G6 | PLA2G2A | PLA2G6 | PLA2G3 | PLA2G4A | PLA2G12A | PLA2G5 | PLA2G2F | PLA2G4B | PLA2G4E,"Glycerophospholipid metabolism","Water + Phosphatidylcholine  -> Proton + R Total 2 Position + 1-Eicosatetraenoylglycerophosphocholine (Delta 8, 11, 14, 17), Sn1-Lpc (20:4) "
PCHOLN205_HSPLA2,"Formation of 1-Eicosapentenoylglycerophosphocholine (Delta 5, 8, 11, 14, 17), Sn1-Lpc (20:5) by Phospholipase A2",PLA2G6 | PLA2G2A | PLA2G6 | PLA2G3 | PLA2G4A | PLA2G12A | PLA2G5 | PLA2G2F | PLA2G4B | PLA2G4E,"Glycerophospholipid metabolism","Water + Phosphatidylcholine  -> Proton + R Total 2 Position + 1-Eicosapentenoylglycerophosphocholine (Delta 5, 8, 11, 14, 17), Sn1-Lpc (20:5) "
PCHOLN224_HSPLA2,"Formation of 1-Docosatetraenoylglycerophosphocholine (Delta 7, 10, 13, 16), Sn1-Lpc (22:4) by Phospholipase A2",PLA2G6 | PLA2G2A | PLA2G6 | PLA2G3 | PLA2G4A | PLA2G12A | PLA2G5 | PLA2G2F | PLA2G4B | PLA2G4E,"Glycerophospholipid metabolism","Water + Phosphatidylcholine  -> Proton + R Total 2 Position + 1-Docosatetraenoylglycerophosphocholine (Delta 7, 10, 13, 16), Sn1-Lpc (22:4) "
PCHOLN225_HSPLA2,"Formation of 1-Docosapentenoylglycerophosphocholine (Delta 7, 10, 13, 16, 19), Sn1-Lpc (22:5)-W3 by Phospholipase A2",PLA2G6 | PLA2G2A | PLA2G6 | PLA2G3 | PLA2G4A | PLA2G12A | PLA2G5 | PLA2G2F | PLA2G4B | PLA2G4E,"Glycerophospholipid metabolism","Water + Phosphatidylcholine  -> Proton + R Total 2 Position + 1-Docosapentenoylglycerophosphocholine (Delta 7, 10, 13, 16, 19), Sn1-Lpc (22:5)-W3 "
PCHOLN2254_HSPLA2,"Formation of 1-Docosapentenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16), Sn1-Lpc (22:5)-W6 by Phospholipase A2",PLA2G6 | PLA2G2A | PLA2G6 | PLA2G3 | PLA2G4A | PLA2G12A | PLA2G5 | PLA2G2F | PLA2G4B | PLA2G4E,"Glycerophospholipid metabolism","Water + Phosphatidylcholine  -> Proton + R Total 2 Position + 1-Docosapentenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16), Sn1-Lpc (22:5)-W6 "
PCHOLN226_HSPLA2,"Formation of 1-Docosahexenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16, 19), Sn1-Lpc (22:6) by Phospholipase A2",PLA2G6 | PLA2G2A | PLA2G6 | PLA2G3 | PLA2G4A | PLA2G12A | PLA2G5 | PLA2G2F | PLA2G4B | PLA2G4E,"Glycerophospholipid metabolism","Water + Phosphatidylcholine  -> Proton + R Total 2 Position + 1-Docosahexenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16, 19), Sn1-Lpc (22:6) "
PEAR_HSPLA2,"Formation of 1-Arachidonoyl-Sn-Glycero-3-Phosphoethanolamine by Phospholipase A2",PLA2G6 | PLA2G2A | PLA2G6 | PLA2G3 | PLA2G4A | PLA2G12A | PLA2G5 | PLA2G2F | PLA2G4B | PLA2G4E,"Glycerophospholipid metabolism","Water + Phosphatidylethanolamine  -> Proton + R Total 2 Position + 1-Arachidonoyl-Sn-Glycero-3-Phosphoethanolamine "
PE203_HSPLA2,"Formation of 1-Eicosatrienoylglycerophosphoethanolamine (Delta 11, 14, 17), Lpe (20:3) by Phospholipase A2",PLA2G6 | PLA2G2A | PLA2G6 | PLA2G3 | PLA2G4A | PLA2G12A | PLA2G5 | PLA2G2F | PLA2G4B | PLA2G4E,"Glycerophospholipid metabolism","Water + Phosphatidylethanolamine  -> Proton + R Total 2 Position + 1-Eicosatrienoylglycerophosphoethanolamine (Delta 11, 14, 17), Lpe (20:3) "
PE226_HSPLA2,"Formation of 1-Docosahexenoylglyceroethanolamine (Delta 4, 7, 10, 13, 16, 19), Lpe (22:6) by Phospholipase A2",PLA2G6 | PLA2G2A | PLA2G6 | PLA2G3 | PLA2G4A | PLA2G12A | PLA2G5 | PLA2G2F | PLA2G4B | PLA2G4E,"Glycerophospholipid metabolism","Water + Phosphatidylethanolamine  -> Proton + R Total 2 Position + 1-Docosahexenoylglyceroethanolamine (Delta 4, 7, 10, 13, 16, 19), Lpe (22:6) "
PE224_HSPLA2,"Formation of 1-Docosatetraenoyglycerophosphoethanolamine (22:4, Delta 7, 10, 13, 16) by Phospholipase A2",PLA2G6 | PLA2G2A | PLA2G6 | PLA2G3 | PLA2G4A | PLA2G12A | PLA2G5 | PLA2G2F | PLA2G4B | PLA2G4E,"Glycerophospholipid metabolism","Water + Phosphatidylethanolamine  -> Proton + R Total 2 Position + 1-Docosatetraenoyglycerophosphoethanolamine (22:4, Delta 7, 10, 13, 16) "
PEDH203_HSPLA2,"Formation of 1-Dihomo-Linolenoylglycerophosphoethanolamine (20:3, Delta 8, 11, 14) by Phospholipase A2",PLA2G6 | PLA2G2A | PLA2G6 | PLA2G3 | PLA2G4A | PLA2G12A | PLA2G5 | PLA2G2F | PLA2G4B | PLA2G4E,"Glycerophospholipid metabolism","Water + Phosphatidylethanolamine  -> Proton + R Total 2 Position + 1-Dihomo-Linolenoylglycerophosphoethanolamine (20:3, Delta 8, 11, 14) "
PEDH12_HSPLA2,"Formation of 1-Didecanoylglycerophosphoethanolamine (C12:0 Pe) by Phospholipase A2",PLA2G6 | PLA2G2A | PLA2G6 | PLA2G3 | PLA2G4A | PLA2G12A | PLA2G5 | PLA2G2F | PLA2G4B | PLA2G4E,"Glycerophospholipid metabolism","Water + Phosphatidylethanolamine  -> Proton + R Total 2 Position + 1-Didecanoylglycerophosphoethanolamine (C12:0 Pe) "
PEDH14_HSPLA2,"Formation of 1-Myristoylglycerophosphoethanolamine (C14:0 Pe) by Phospholipase A2",PLA2G6 | PLA2G2A | PLA2G6 | PLA2G3 | PLA2G4A | PLA2G12A | PLA2G5 | PLA2G2F | PLA2G4B | PLA2G4E,"Glycerophospholipid metabolism","Water + Phosphatidylethanolamine  -> Proton + R Total 2 Position + 1-Myristoylglycerophosphoethanolamine (C14:0 Pe) "
PEDH161_HSPLA2,"Formation of 1-Hexadecenoylglycerophosphoethanolamine (C16:1 Pe, Delta 9) by Phospholipase A2",PLA2G6 | PLA2G2A | PLA2G6 | PLA2G3 | PLA2G4A | PLA2G12A | PLA2G5 | PLA2G2F | PLA2G4B | PLA2G4E,"Glycerophospholipid metabolism","Water + Phosphatidylethanolamine  -> Proton + R Total 2 Position + 1-Hexadecenoylglycerophosphoethanolamine (C16:1 Pe, Delta 9) "
PEDH13_HSPLA2,"Formation of 1-Tridecanoylglycerophosphoethanolamine (C13:0 Pe) by Phospholipase A2",PLA2G6 | PLA2G2A | PLA2G6 | PLA2G3 | PLA2G4A | PLA2G12A | PLA2G5 | PLA2G2F | PLA2G4B | PLA2G4E,"Glycerophospholipid metabolism","Water + Phosphatidylethanolamine  -> Proton + R Total 2 Position + 1-Tridecanoylglycerophosphoethanolamine (C13:0 Pe) "
PEDH15_HSPLA2,"Formation of 1-Pentadecanoylglycerophosphoethanolamine (C15:0 Pe) by Phospholipase A2",PLA2G6 | PLA2G2A | PLA2G6 | PLA2G3 | PLA2G4A | PLA2G12A | PLA2G5 | PLA2G2F | PLA2G4B | PLA2G4E,"Glycerophospholipid metabolism","Water + Phosphatidylethanolamine  -> Proton + R Total 2 Position + 1-Pentadecanoylglycerophosphoethanolamine (C15:0 Pe) "
PEDH17_HSPLA2,"Formation of 1-Heptadecanoylglycerophosphoethanolamine (C17:0 Pe) by Phospholipase A2",PLA2G6 | PLA2G2A | PLA2G6 | PLA2G3 | PLA2G4A | PLA2G12A | PLA2G5 | PLA2G2F | PLA2G4B | PLA2G4E,"Glycerophospholipid metabolism","Water + Phosphatidylethanolamine  -> Proton + R Total 2 Position + 1-Heptadecanoylglycerophosphoethanolamine (C17:0 Pe) "
PCHOLN203_HSPLA2,"Formation of 1-Dihomo-Linolenoylglycerophosphocholine (20:3, Delta 8, 11, 14), Lysopc A C20:3 by Phospholipase A2",PLA2G6 | PLA2G2A | PLA2G6 | PLA2G3 | PLA2G4A | PLA2G12A | PLA2G5 | PLA2G2F | PLA2G4B | PLA2G4E,"Glycerophospholipid metabolism","Water + Phosphatidylcholine  -> Proton + R Total 2 Position + 1-Dihomo-Linolenoylglycerophosphocholine (20:3, Delta 8, 11, 14), Lysopc A C20:3 "
PAILAR_HSPLA2,"Formation of 1-Arachidonoylglycerophosphoinositol by Phospholipase A2",PLA2G6 | PLA2G2A | PLA2G6 | PLA2G3 | PLA2G4A | PLA2G12A | PLA2G5 | PLA2G2F | PLA2G4B | PLA2G4E,"Glycerophospholipid metabolism","Water + 1-Phosphatidyl-1D-Myo-Inositol  -> Proton + R Total 2 Position + 1-Arachidonoylglycerophosphoinositol "
PCHOLN24_HSPLA2,"Formation of 1-Lignocericylglycerophosphocholine (24:0), Lysopc A C24 by Phospholipase A2",PLA2G6 | PLA2G2A | PLA2G6 | PLA2G3 | PLA2G4A | PLA2G12A | PLA2G5 | PLA2G2F | PLA2G4B | PLA2G4E,"Glycerophospholipid metabolism","Water + Phosphatidylcholine  -> Proton + R Total 2 Position + 1-Lignocericylglycerophosphocholine (24:0), Lysopc A C24 "
PCHOLN261_HSPLA2,"Formation of Lysopc A C26:1 (Delta 5) by Phospholipase A2",PLA2G6 | PLA2G2A | PLA2G6 | PLA2G3 | PLA2G4A | PLA2G12A | PLA2G5 | PLA2G2F | PLA2G4B | PLA2G4E,"Glycerophospholipid metabolism","Water + Phosphatidylcholine  -> Proton + R Total 2 Position + Lysopc A C26:1 (Delta 5) "
PCHOLN281_HSPLA2,"Formation of Lysopc A C28:1 (Delta 5) by Phospholipase A2",PLA2G6 | PLA2G2A | PLA2G6 | PLA2G3 | PLA2G4A | PLA2G12A | PLA2G5 | PLA2G2F | PLA2G4B | PLA2G4E,"Glycerophospholipid metabolism","Water + Phosphatidylcholine  -> Proton + R Total 2 Position + Lysopc A C28:1 (Delta 5) "
PCHOLN28_HSPLA2,"Formation of Lysopc A C28:0 by Phospholipase A2",PLA2G6 | PLA2G2A | PLA2G6 | PLA2G3 | PLA2G4A | PLA2G12A | PLA2G5 | PLA2G2F | PLA2G4B | PLA2G4E,"Glycerophospholipid metabolism","Water + Phosphatidylcholine  -> Proton + R Total 2 Position + Lysopc A C28:0 "
PCHOLDOC_HSPLA2,"Formation of 1-Docosahexaenoylglycerophosphocholine by Phospholipase A2",PLA2G6 | PLA2G2A | PLA2G6 | PLA2G3 | PLA2G4A | PLA2G12A | PLA2G5 | PLA2G2F | PLA2G4B | PLA2G4E,"Glycerophospholipid metabolism","Water + Phosphatidylcholine  -> Proton + R Total 2 Position + 1-Docosahexaenoylglycerophosphocholine "
PCHOLDEIC_HSPLA2,"Formation of 1-Eicosadienoylglycerophosphocholine (Delta 11, 14) by Phospholipase A2",PLA2G6 | PLA2G2A | PLA2G6 | PLA2G3 | PLA2G4A | PLA2G12A | PLA2G5 | PLA2G2F | PLA2G4B | PLA2G4E,"Glycerophospholipid metabolism","Water + Phosphatidylcholine  -> Proton + R Total 2 Position + 1-Eicosadienoylglycerophosphocholine (Delta 11,14) "
PCHOLDET_HSPLA2,"Formation of 1-Eicosatrienoylglycerophosphocholine (Delta 11, 14, 17) by Phospholipase A2",PLA2G6 | PLA2G2A | PLA2G6 | PLA2G3 | PLA2G4A | PLA2G12A | PLA2G5 | PLA2G2F | PLA2G4B | PLA2G4E,"Glycerophospholipid metabolism","Water + Phosphatidylcholine  -> Proton + R Total 2 Position + 1-Eicosatrienoylglycerophosphocholine (Delta 11, 14, 17) "
PCHOLHEP_HSPLA2,"Formation of 1-Heptadecanoylglycerophosphocholine by Phospholipase A2",PLA2G6 | PLA2G2A | PLA2G6 | PLA2G3 | PLA2G4A | PLA2G12A | PLA2G5 | PLA2G2F | PLA2G4B | PLA2G4E,"Glycerophospholipid metabolism","Water + Phosphatidylcholine  -> Proton + R Total 2 Position + 1-Heptadecanoylglycerophosphocholine "
PCHOLLINL_HSPLA2,"Formation of 1-Linoleoylglycerophosphocholine (Delta 9, 12) by Phospholipase A2",PLA2G6 | PLA2G2A | PLA2G6 | PLA2G3 | PLA2G4A | PLA2G12A | PLA2G5 | PLA2G2F | PLA2G4B | PLA2G4E,"Glycerophospholipid metabolism","Water + Phosphatidylcholine  -> Proton + R Total 2 Position + 1-Linoleoylglycerophosphocholine (Delta 9,12) "
PELINL_HSPLA2,"Formation of 1-Linoleoylglycerophosphoethanolamine (Delta 9, 12) by Phospholipase A2",PLA2G6 | PLA2G2A | PLA2G6 | PLA2G3 | PLA2G4A | PLA2G12A | PLA2G5 | PLA2G2F | PLA2G4B | PLA2G4E,"Glycerophospholipid metabolism","Water + Phosphatidylethanolamine  -> Proton + R Total 2 Position + 1-Linoleoylglycerophosphoethanolamine (Delta 9,12) "
CE4843HYDc,"Acylcoa Hydrolase, Cis, Cis-11, 14-Eicosadienoyl Coenzyme A",,"Fatty acid oxidation","Water + (11Z,14Z)-Icosadienoyl Coenzyme A  -> Proton + Coenzyme A + Cis,Cis-11,14-Eicosadienoic Acid "
HXCOAc,"Acylcoa Hydrolase, Cytosolic",,"Fatty acid oxidation","Water + Hexanoyl Coenzyme A (N-C6:0Coenzyme A)  <=> Proton + Coenzyme A + Hexanoate (N-C6:0) "
TETDECA511ACc,"Hydrolysis of Tetradecadienoyl Coenzyme A to Cis-5, 8-Tetradecadienoic Acid ",,"Fatty acid oxidation","Water + Tetradecadienoyl Coenzyme A  -> Proton + Coenzyme A + Cia-5,8, Tetradecadienoic Acid "
HDCAc,"Hydrolysis of Hexadecenoyl Coenzyme A (N-C16:1CoA) to Hexadecanoate",,"Fatty acid oxidation","Water + Palmitoyl Coenzyme A (N-C16:0 Coenzyme A)  -> Proton + Coenzyme A + Hexadecanoate (N-C16:0) "
GPDDACHOL,"Glycerophosphocholine Phosphodiesterase",GPCPD1,"Glycerophospholipid metabolism","Water + Glycerophosphocholine  -> Proton + Choline + Glycerol 2-Phosphate "
ACLYSHYc,"Hydrolysis of Acetyl-Lysine",,"Lysine metabolism","Water + Acetyl-L-Lysine  <=> Acetate + L-Lysine "
HMCARNc,"Formation of Homocarnosine",,"Histidine metabolism","Adenosine Triphosphate + 4-Aminobutanoate + L-Histidine  -> Proton + Adenosine Monophosphate + Diphosphate + Homocarnosine "
METTRANSc,"Methionine Transaminase",,"Methionine and cysteine metabolism","Pyruvate + L-Methionine  <=> L-Alanine + 4-Methyl-Thio-Oxo-Butyrate "
METDECARc,"Methionine Decarboxylase",,"Methionine and cysteine metabolism","Proton + 4-Methyl-Thio-Oxo-Butyrate  -> Carbon Dioxide + 3-Methyl-Thio-Propionate "
3MTPte,"Secretion of 3-Methyl-Thio-Propionate",,"Transport, extracellular","3-Methyl-Thio-Propionate  -> 3-Methyl-Thio-Propionate "
EX_3mtp[e],"Exchange of 3-Methyl-Thio-Propionate",,"Exchange/demand reaction","3-Methyl-Thio-Propionate  <=> "
ELAIDCRNte,"Transport of Elaidic Carnitine, Sodium Symport",,"Transport, extracellular","Sodium + Elaidic carnitine  <=> Sodium + Elaidic carnitine "
GLYC2P3Pc,"Formation of Glycerol-3-Phosphate",,"Transport, extracellular","Glycerol 2-Phosphate  <=> Glycerol 3-Phosphate "
LNLCCRNNAt,"Transport of Linoleyl Carnitine, Sodium Symport",,"Transport, extracellular","Sodium + Linoleyl Carnitine  <=> Sodium + Linoleyl Carnitine "
PHLACHt,"Transport of Phenyl Lactate",,"Transport, extracellular","Proton + Phenyllactate  <=> Proton + Phenyllactate "
TTDCRNNAt,"Transport of Tetradecanoyl Carnitine, Sodium Symport",,"Transport, extracellular","Sodium + Tetradecenoylcarnitine(5)  <=> Sodium + Tetradecenoylcarnitine(5) "
12HPETATP,"Transport of 12-Hydroperoxyeicosa-5, 8, 10, 14-Tetraenoate, by FATP",,"Transport, extracellular","Water + Adenosine Triphosphate + 12-Hydroperoxyeicosa-5,8,10,14-tetraenoate  -> Proton + Adenosine Diphosphate + Orthophosphate + 12-Hydroperoxyeicosa-5,8,10,14-tetraenoate "
15HPETATP,"Transport of 15(S)-HPETE, Active Transport",,"Transport, extracellular","Water + Adenosine Triphosphate + 15S-Hydroperoxyeicosatetraenoate  -> Proton + Adenosine Diphosphate + Orthophosphate + 15S-Hydroperoxyeicosatetraenoate "
15KPROSTGF2t,"Transport of 15-Keto-Prostaglandin F2A, Lactate Antiport",,"Transport, extracellular","(S)-Lactate + 15-Keto-Prostaglandin F2A  <=> (S)-Lactate + 15-Keto-Prostaglandin F2A "
21HPRGNLONEt1,"Transport of 21-Hydroxypregnenolone, Active Transport",,"Transport, extracellular","Water + Adenosine Triphosphate + 21-Hydroxypregnenolone  -> Proton + Adenosine Diphosphate + Orthophosphate + 21-Hydroxypregnenolone "
21HPRGNLONEt2,"Transport of 21-Hydroxypregnenolone, Diffusion",,"Transport, extracellular","21-Hydroxypregnenolone  <=> 21-Hydroxypregnenolone "
2OXOADPt,"Transport of 2-Oxoadipate by Alpha-Ketoglutarate Antiport",,"Transport, extracellular","2-Oxoadipate + 2-Oxoglutarate  <=> 2-Oxoglutarate + 2-Oxoadipate "
34HPLte,"Transport of 3- (4-Hydroxyphenyl)Lactate",,"Transport, extracellular","Proton + 3-(4-Hydroxyphenyl)Lactate  <=> Proton + 3-(4-Hydroxyphenyl)Lactate "
3HMPtd,"Transport of 3-Hydroxy-2-Methylpropanoate, Diffusion",,"Transport, extracellular","3-Hydroxy-2-Methylpropanoate  <=> 3-Hydroxy-2-Methylpropanoate "
3HPPNOHGLUCte,"Transport of 3- (3-Hydroxy-Phenyl)Propionate Hydroxy Derivative Glucuronide into Urine",,"Transport, extracellular","3-(3-Hydroxy-Phenyl)Propionate Hydroxy Derivative Glucuronide  <=> 3-(3-Hydroxy-Phenyl)Propionate Hydroxy Derivative Glucuronide "
3HPPPNOHc,"Hydroxylation of 3- (3-Hydroxyphenyl)Propionate",,"Phenylalanine metabolism","Oxygen + Proton + Nicotinamide Adenine Dinucleotide Phosphate - Reduced + 3-(3-Hydroxy-Phenyl)Propionate  -> Water + Nicotinamide Adenine Dinucleotide Phosphate + 3-(3-Hydroxy-Phenyl)Propionate Hydroxy Derivative "
3HPPt,"Transpot of 3-Hydroxypropionate",,"Transport, extracellular","3-Hydroxypropionate  <=> 3-Hydroxypropionate "
3MHISt1,"Transport of Methyl-Histidine by System N Transport",,"Transport, extracellular","Sodium + 3-Methylhistidine  <=> Sodium + 3-Methylhistidine "
3MHISt2,"Transport of Methyl-Histidine by System L Transport (Lat1)",,"Transport, extracellular","L-Leucine + 3-Methylhistidine  <=> L-Leucine + 3-Methylhistidine "
3MHISt3,"Transport of Methyl-Histidine by System L Transport (Lat2)",,"Transport, extracellular","L-Phenylalanine + 3-Methylhistidine  <=> L-Phenylalanine + 3-Methylhistidine "
3MOXTYRt,"Transport of 3-Methoxytyramine, Diffusion",,"Transport, extracellular","3-Methoxytyramine  <=> 3-Methoxytyramine "
3UIBtd,"Transport of 3-Ureidoisobutyrate, Diffusion",,"Transport, extracellular","3-Ureidoisobutyrate  <=> 3-Ureidoisobutyrate "
4AABUTNt,"Diffusion of 4-Acetamidobutanoate",,"Transport, extracellular","4-Acetamidobutanoate  <=> 4-Acetamidobutanoate "
4TMEABUTNt1,"Transport of 4- (Trimethylammonio)Butanoate, Sodium Symport",,"Transport, extracellular","Sodium + 4-(Trimethylammonio)Butanoate  <=> Sodium + 4-(Trimethylammonio)Butanoate "
4TMEABUTNt2,"Transport of 4- (Trimethylammonio)Butanoate, Proton Symport",,"Transport, extracellular","Proton + 4-(Trimethylammonio)Butanoate  <=> Proton + 4-(Trimethylammonio)Butanoate "
56DTHMt,"Transport of 5, 6-Dihydrothymine, Sodium Symport",,"Transport, extracellular","Sodium + 5,6-Dihydrothymine  <=> Sodium + 5,6-Dihydrothymine "
56DTHMtd,"Transport of 5, 6-Dihydrothymine, Diffusion",,"Transport, extracellular","5,6-Dihydrothymine  <=> 5,6-Dihydrothymine "
56DURAt,"Transport of 5, 6-Dihydrouracil, Sodium Symport ",,"Transport, extracellular","Sodium + 5,6-Dihydrouracil  <=> Sodium + 5,6-Dihydrouracil "
56DURAtd,"Transport of 5, 6-Dihydrouracil, Diffusion",,"Transport, extracellular","5,6-Dihydrouracil  <=> 5,6-Dihydrouracil "
5AOPt,"Transport of 5-Amino-4-Oxopentanoate, Proton Symport",,"Transport, extracellular","2 Proton + 5-Amino-4-Oxopentanoate  <=> 2 Proton + 5-Amino-4-Oxopentanoate "
5HPETATP,"Transport of 5(S)-HPETE, Active Transport",,"Transport, extracellular","Water + Adenosine Triphosphate + 5(S)-Hydroperoxyeicosatetraenoic Acid  -> Proton + Adenosine Diphosphate + Orthophosphate + 5(S)-Hydroperoxyeicosatetraenoic Acid "
5HPETtd,"Transport of 5(S)-HPETE, Diffusion",,"Transport, extracellular","5(S)-Hydroperoxyeicosatetraenoic Acid  <=> 5(S)-Hydroperoxyeicosatetraenoic Acid "
